sale_id,customer_id,quantity,price,date,product_name,product_id
154,10,1.0,335.13,2025-08-02,National Ketchup 1kg,5
155,10,3.0,,2025-08-02,None,
156,19,3.0,566.23,2025-08-02,Sprite 1.5L,2
157,15,2.0,376.78,2025-08-02,Dove Shampoo 360ml,11
158,1,2.0,606.63,2025-08-02,Shan Biryani Masala,6
159,18,,566.23,2025-08-02,Sprite 1.5L,2
160,1,5.0,335.13,2025-08-02,National Ketchup 1kg,5
161,3,,566.23,2025-08-02,Sprite 1.5L,2
162,15,3.0,566.23,2025-08-02,Sprite 1.5L,2
163,13,2.0,891.92,2025-08-02,Tapal Danedar 950g,16
164,2,3.0,566.23,2025-08-02,Sprite 1.5L,2
165,7,1.0,361.73,2025-08-02,Lux Soap 110g,18
166,18,5.0,201.09,2025-08-02,Tea Whitener 1kg,4
167,16,3.0,374.08,2025-08-02,Coca Cola 1.5L,15
168,17,1.0,715.23,2025-08-02,Nimko Mix 400g,1
169,15,5.0,386.73,2025-08-02,Dettol Handwash 200ml,13
170,20,5.0,357.09,2025-08-02,Colgate Toothpaste 100ml,17
171,5,1.0,491.64,2025-08-02,Ariel Washing Powder 1kg,7
172,6,2.0,629.21,2025-08-02,Tissue Roll Rose Petal,23
432,17,1.0,,2025-08-06,nan,
173,2,4.0,201.09,2025-08-02,Tea Whitener 1kg,4
174,18,20.0,467.06,2025-08-02,Wheat Flour 10kg,12
175,10,4.0,376.78,2025-08-03,Dove Shampoo 360ml,11
176,13,4.0,491.64,2025-08-03,Ariel Washing Powder 1kg,7
177,4,2.0,386.73,2025-08-03,Dettol Handwash 200ml,13
178,17,5.0,,2025-08-03,None,
179,5,4.0,386.73,2025-08-03,Dettol Handwash 200ml,13
180,14,1.0,386.73,2025-08-03,Dettol Handwash 200ml,13
181,11,20.0,310.0,2025-08-03,Nestle Milk Pack 1L,21
182,2,1.0,376.78,2025-08-03,Dove Shampoo 360ml,11
183,17,1.0,335.13,2025-08-03,National Ketchup 1kg,5
184,15,1.0,386.73,2025-08-03,Dettol Handwash 200ml,13
185,8,1.0,629.21,2025-08-03,Tissue Roll Rose Petal,23
186,8,1.0,548.34,2025-08-03,Rice Basmati 5kg,8
187,15,4.0,335.13,2025-08-03,National Ketchup 1kg,5
188,20,,891.92,2025-08-03,Tapal Danedar 950g,16
189,5,3.0,548.34,2025-08-03,Rice Basmati 5kg,8
190,15,1.0,548.34,2025-08-03,Rice Basmati 5kg,8
191,11,1.0,566.23,2025-08-03,Sprite 1.5L,2
192,6,3.0,374.08,2025-08-03,Coca Cola 1.5L,15
193,2,5.0,361.73,2025-08-03,Lux Soap 110g,18
194,5,1.0,629.21,2025-08-03,Tissue Roll Rose Petal,23
195,2,4.0,198.91,2025-08-03,Lifebuoy Soap 110g,20
196,13,2.0,361.73,2025-08-03,Lux Soap 110g,18
197,7,1.0,815.2,2025-08-03,Pepsi 1.5L,10
198,11,3.0,566.23,2025-08-03,Sprite 1.5L,2
199,19,5.0,361.73,2025-08-03,Lux Soap 110g,18
200,4,1.0,149.34,2025-08-03,Dalda Cooking Oil 1L,22
201,17,4.0,361.73,2025-08-03,Lux Soap 110g,18
202,11,1.0,201.09,2025-08-03,Tea Whitener 1kg,4
203,7,3.0,815.2,2025-08-03,Pepsi 1.5L,10
204,3,5.0,,2025-08-03,nan,
205,20,2.0,891.92,2025-08-03,Tapal Danedar 950g,16
206,15,1.0,548.34,2025-08-03,Rice Basmati 5kg,8
207,5,2.0,,2025-08-03,None,
208,9,2.0,491.64,2025-08-03,Ariel Washing Powder 1kg,7
209,16,1.0,100.09,2025-08-03,Olpers Milk 1L,14
210,6,1.0,606.63,2025-08-03,Shan Biryani Masala,6
211,3,1.0,386.73,2025-08-03,Dettol Handwash 200ml,13
212,1,1.0,100.09,2025-08-03,Olpers Milk 1L,14
213,9,2.0,357.09,2025-08-03,Colgate Toothpaste 100ml,17
214,19,2.0,,2025-08-03,nan,
215,11,3.0,566.23,2025-08-03,Sprite 1.5L,2
216,7,2.0,,2025-08-03,None,
217,12,3.0,201.09,2025-08-03,Tea Whitener 1kg,4
218,20,1.0,153.28,2025-08-03,Surf Excel 1kg,19
219,16,1.0,374.08,2025-08-03,Coca Cola 1.5L,15
220,11,5.0,374.08,2025-08-03,Coca Cola 1.5L,15
221,14,2.0,100.09,2025-08-03,Olpers Milk 1L,14
222,14,4.0,467.06,2025-08-03,Wheat Flour 10kg,12
223,12,10.0,566.23,2025-08-03,Sprite 1.5L,2
224,3,1.0,606.63,2025-08-03,Shan Biryani Masala,6
225,11,1.0,,2025-08-03,None,
226,10,2.0,715.23,2025-08-03,Nimko Mix 400g,1
227,13,1.0,891.92,2025-08-03,Tapal Danedar 950g,16
228,17,3.0,100.09,2025-08-03,Olpers Milk 1L,14
229,9,1.0,100.09,2025-08-03,Olpers Milk 1L,14
230,11,5.0,374.08,2025-08-03,Coca Cola 1.5L,15
231,19,1.0,386.73,2025-08-03,Dettol Handwash 200ml,13
232,1,1.0,357.09,2025-08-03,Colgate Toothpaste 100ml,17
233,16,1.0,357.09,2025-08-03,Colgate Toothpaste 100ml,17
234,5,,566.23,2025-08-03,Sprite 1.5L,2
235,1,3.0,201.09,2025-08-03,Tea Whitener 1kg,4
236,15,1.0,310.0,2025-08-03,Nestle Milk Pack 1L,21
237,6,,201.09,2025-08-03,Tea Whitener 1kg,4
238,2,1.0,467.06,2025-08-03,Wheat Flour 10kg,12
239,13,1.0,629.21,2025-08-03,Tissue Roll Rose Petal,23
240,1,4.0,467.06,2025-08-03,Wheat Flour 10kg,12
241,10,1.0,566.23,2025-08-03,Sprite 1.5L,2
242,11,,386.73,2025-08-03,Dettol Handwash 200ml,13
243,20,4.0,,2025-08-03,nan,
244,17,2.0,566.23,2025-08-03,Sprite 1.5L,2
245,1,,335.13,2025-08-03,National Ketchup 1kg,5
246,20,4.0,386.73,2025-08-03,Dettol Handwash 200ml,13
247,7,4.0,467.06,2025-08-03,Wheat Flour 10kg,12
248,1,1.0,198.91,2025-08-03,Lifebuoy Soap 110g,20
249,10,5.0,357.09,2025-08-04,Colgate Toothpaste 100ml,17
250,3,3.0,815.2,2025-08-04,Pepsi 1.5L,10
251,6,1.0,491.64,2025-08-04,Ariel Washing Powder 1kg,7
252,3,10.0,,2025-08-04,nan,
253,12,2.0,715.23,2025-08-04,Nimko Mix 400g,1
254,11,2.0,335.13,2025-08-04,National Ketchup 1kg,5
255,5,1.0,,2025-08-04,None,
256,2,2.0,201.09,2025-08-04,Tea Whitener 1kg,4
257,3,2.0,891.92,2025-08-04,Tapal Danedar 950g,16
258,19,1.0,,2025-08-04,nan,
259,3,5.0,891.92,2025-08-04,Tapal Danedar 950g,16
260,7,2.0,374.08,2025-08-04,Coca Cola 1.5L,15
261,5,1.0,467.06,2025-08-04,Wheat Flour 10kg,12
262,13,1.0,815.2,2025-08-04,Pepsi 1.5L,10
263,18,3.0,149.34,2025-08-04,Dalda Cooking Oil 1L,22
264,10,1.0,566.23,2025-08-04,Sprite 1.5L,2
265,14,3.0,467.06,2025-08-04,Wheat Flour 10kg,12
266,17,2.0,,2025-08-04,nan,
267,8,10.0,311.35,2025-08-04,Sufi Banaspati 1kg,3
268,3,2.0,467.06,2025-08-04,Wheat Flour 10kg,12
269,16,4.0,201.09,2025-08-04,Tea Whitener 1kg,4
270,11,3.0,153.28,2025-08-04,Surf Excel 1kg,19
271,14,1.0,198.91,2025-08-04,Lifebuoy Soap 110g,20
272,7,1.0,386.73,2025-08-04,Dettol Handwash 200ml,13
273,5,1.0,201.09,2025-08-04,Tea Whitener 1kg,4
274,17,1.0,566.23,2025-08-04,Sprite 1.5L,2
275,1,,566.23,2025-08-04,Sprite 1.5L,2
276,18,1.0,374.08,2025-08-04,Coca Cola 1.5L,15
277,8,,335.13,2025-08-04,National Ketchup 1kg,5
278,10,2.0,566.23,2025-08-04,Sprite 1.5L,2
279,14,3.0,566.23,2025-08-04,Sprite 1.5L,2
280,20,,715.23,2025-08-04,Nimko Mix 400g,1
281,4,1.0,629.21,2025-08-04,Tissue Roll Rose Petal,23
282,13,1.0,374.08,2025-08-04,Coca Cola 1.5L,15
283,18,3.0,100.09,2025-08-04,Olpers Milk 1L,14
284,6,1.0,357.09,2025-08-04,Colgate Toothpaste 100ml,17
285,8,1.0,891.92,2025-08-04,Tapal Danedar 950g,16
286,12,3.0,201.09,2025-08-04,Tea Whitener 1kg,4
287,11,5.0,467.06,2025-08-04,Wheat Flour 10kg,12
288,3,2.0,491.64,2025-08-04,Ariel Washing Powder 1kg,7
289,11,1.0,335.13,2025-08-04,National Ketchup 1kg,5
290,8,1.0,566.23,2025-08-04,Sprite 1.5L,2
291,18,1.0,201.09,2025-08-04,Tea Whitener 1kg,4
292,2,4.0,629.21,2025-08-04,Tissue Roll Rose Petal,23
293,17,4.0,357.09,2025-08-04,Colgate Toothpaste 100ml,17
294,17,1.0,357.09,2025-08-04,Colgate Toothpaste 100ml,17
295,13,2.0,606.63,2025-08-04,Shan Biryani Masala,6
296,17,1.0,386.73,2025-08-04,Dettol Handwash 200ml,13
297,1,2.0,149.34,2025-08-04,Dalda Cooking Oil 1L,22
298,16,3.0,566.23,2025-08-04,Sprite 1.5L,2
299,11,3.0,891.92,2025-08-04,Tapal Danedar 950g,16
300,17,4.0,,2025-08-04,nan,
301,10,1.0,,2025-08-04,None,
302,19,5.0,153.28,2025-08-04,Surf Excel 1kg,19
303,2,5.0,891.92,2025-08-04,Tapal Danedar 950g,16
304,19,4.0,386.73,2025-08-04,Dettol Handwash 200ml,13
305,11,3.0,361.73,2025-08-04,Lux Soap 110g,18
306,18,1.0,361.73,2025-08-04,Lux Soap 110g,18
307,15,2.0,467.06,2025-08-04,Wheat Flour 10kg,12
308,8,3.0,566.23,2025-08-04,Sprite 1.5L,2
309,5,1.0,386.73,2025-08-04,Dettol Handwash 200ml,13
310,15,2.0,310.0,2025-08-04,Nestle Milk Pack 1L,21
311,6,10.0,311.35,2025-08-04,Sufi Banaspati 1kg,3
312,8,1.0,357.09,2025-08-04,Colgate Toothpaste 100ml,17
313,17,1.0,491.64,2025-08-04,Ariel Washing Powder 1kg,7
314,2,2.0,891.92,2025-08-04,Tapal Danedar 950g,16
315,1,1.0,361.73,2025-08-04,Lux Soap 110g,18
316,10,1.0,376.78,2025-08-04,Dove Shampoo 360ml,11
317,8,1.0,374.08,2025-08-04,Coca Cola 1.5L,15
318,7,2.0,386.73,2025-08-04,Dettol Handwash 200ml,13
319,19,5.0,548.34,2025-08-04,Rice Basmati 5kg,8
320,14,2.0,357.09,2025-08-04,Colgate Toothpaste 100ml,17
321,6,2.0,311.35,2025-08-04,Sufi Banaspati 1kg,3
322,2,,,2025-08-04,None,
323,18,1.0,548.34,2025-08-05,Rice Basmati 5kg,8
324,12,1.0,100.09,2025-08-05,Olpers Milk 1L,14
325,15,2.0,374.08,2025-08-05,Coca Cola 1.5L,15
326,13,,100.09,2025-08-05,Olpers Milk 1L,14
327,6,4.0,386.73,2025-08-05,Dettol Handwash 200ml,13
328,2,3.0,566.23,2025-08-05,Sprite 1.5L,2
329,13,1.0,374.08,2025-08-05,Coca Cola 1.5L,15
330,14,4.0,149.34,2025-08-05,Dalda Cooking Oil 1L,22
331,2,1.0,361.73,2025-08-05,Lux Soap 110g,18
332,13,3.0,376.78,2025-08-05,Dove Shampoo 360ml,11
333,12,2.0,,2025-08-05,nan,
334,8,5.0,548.34,2025-08-05,Rice Basmati 5kg,8
335,15,2.0,361.73,2025-08-05,Lux Soap 110g,18
336,8,1.0,376.78,2025-08-05,Dove Shampoo 360ml,11
337,19,20.0,335.13,2025-08-05,National Ketchup 1kg,5
338,8,,198.91,2025-08-05,Lifebuoy Soap 110g,20
339,19,2.0,715.23,2025-08-05,Nimko Mix 400g,1
340,9,1.0,100.09,2025-08-05,Olpers Milk 1L,14
341,15,4.0,357.09,2025-08-05,Colgate Toothpaste 100ml,17
342,14,5.0,629.21,2025-08-05,Tissue Roll Rose Petal,23
343,13,1.0,201.09,2025-08-05,Tea Whitener 1kg,4
344,12,4.0,335.13,2025-08-05,National Ketchup 1kg,5
431,14,2.0,361.73,2025-08-06,Lux Soap 110g,18
345,5,2.0,357.09,2025-08-05,Colgate Toothpaste 100ml,17
346,16,1.0,335.13,2025-08-05,National Ketchup 1kg,5
347,2,1.0,361.73,2025-08-05,Lux Soap 110g,18
348,9,10.0,467.06,2025-08-05,Wheat Flour 10kg,12
349,12,1.0,100.09,2025-08-05,Olpers Milk 1L,14
350,19,1.0,361.73,2025-08-05,Lux Soap 110g,18
351,7,1.0,100.09,2025-08-05,Olpers Milk 1L,14
352,16,1.0,629.21,2025-08-05,Tissue Roll Rose Petal,23
353,15,5.0,566.23,2025-08-05,Sprite 1.5L,2
354,12,1.0,606.63,2025-08-05,Shan Biryani Masala,6
355,16,4.0,891.92,2025-08-05,Tapal Danedar 950g,16
356,14,1.0,149.34,2025-08-05,Dalda Cooking Oil 1L,22
357,2,1.0,548.34,2025-08-05,Rice Basmati 5kg,8
358,5,1.0,198.91,2025-08-05,Lifebuoy Soap 110g,20
359,1,1.0,374.08,2025-08-05,Coca Cola 1.5L,15
360,8,2.0,548.34,2025-08-05,Rice Basmati 5kg,8
361,15,1.0,386.73,2025-08-05,Dettol Handwash 200ml,13
362,5,3.0,566.23,2025-08-05,Sprite 1.5L,2
363,9,5.0,357.09,2025-08-05,Colgate Toothpaste 100ml,17
364,18,2.0,629.21,2025-08-05,Tissue Roll Rose Petal,23
365,18,3.0,566.23,2025-08-05,Sprite 1.5L,2
366,20,1.0,491.64,2025-08-05,Ariel Washing Powder 1kg,7
367,4,2.0,335.13,2025-08-05,National Ketchup 1kg,5
368,19,,361.73,2025-08-05,Lux Soap 110g,18
369,4,1.0,149.34,2025-08-05,Dalda Cooking Oil 1L,22
370,12,2.0,376.78,2025-08-05,Dove Shampoo 360ml,11
371,5,3.0,361.73,2025-08-05,Lux Soap 110g,18
372,7,4.0,100.09,2025-08-05,Olpers Milk 1L,14
373,18,1.0,715.23,2025-08-05,Nimko Mix 400g,1
374,6,1.0,491.64,2025-08-05,Ariel Washing Powder 1kg,7
375,17,2.0,491.64,2025-08-05,Ariel Washing Powder 1kg,7
376,16,1.0,386.73,2025-08-05,Dettol Handwash 200ml,13
377,8,5.0,,2025-08-05,None,
378,3,2.0,201.09,2025-08-05,Tea Whitener 1kg,4
379,10,1.0,386.73,2025-08-05,Dettol Handwash 200ml,13
380,18,3.0,376.78,2025-08-05,Dove Shampoo 360ml,11
381,8,3.0,606.63,2025-08-05,Shan Biryani Masala,6
382,17,1.0,311.35,2025-08-05,Sufi Banaspati 1kg,3
383,15,2.0,566.23,2025-08-05,Sprite 1.5L,2
384,20,2.0,386.73,2025-08-05,Dettol Handwash 200ml,13
385,1,1.0,491.64,2025-08-05,Ariel Washing Powder 1kg,7
386,20,5.0,606.63,2025-08-05,Shan Biryani Masala,6
387,4,1.0,629.21,2025-08-05,Tissue Roll Rose Petal,23
388,17,3.0,361.73,2025-08-05,Lux Soap 110g,18
389,7,1.0,715.23,2025-08-05,Nimko Mix 400g,1
390,15,2.0,376.78,2025-08-05,Dove Shampoo 360ml,11
391,4,3.0,201.09,2025-08-05,Tea Whitener 1kg,4
392,4,3.0,891.92,2025-08-05,Tapal Danedar 950g,16
393,13,3.0,606.63,2025-08-05,Shan Biryani Masala,6
394,20,1.0,891.92,2025-08-05,Tapal Danedar 950g,16
395,16,2.0,566.23,2025-08-05,Sprite 1.5L,2
396,17,1.0,566.23,2025-08-05,Sprite 1.5L,2
397,3,1.0,606.63,2025-08-05,Shan Biryani Masala,6
398,7,1.0,491.64,2025-08-05,Ariel Washing Powder 1kg,7
399,11,2.0,891.92,2025-08-05,Tapal Danedar 950g,16
400,10,2.0,311.35,2025-08-05,Sufi Banaspati 1kg,3
401,1,2.0,715.23,2025-08-05,Nimko Mix 400g,1
402,16,3.0,,2025-08-05,None,
403,13,3.0,311.35,2025-08-05,Sufi Banaspati 1kg,3
404,1,1.0,,2025-08-05,None,
405,4,1.0,,2025-08-05,nan,
406,19,2.0,198.91,2025-08-05,Lifebuoy Soap 110g,20
407,4,10.0,629.21,2025-08-05,Tissue Roll Rose Petal,23
408,15,2.0,376.78,2025-08-05,Dove Shampoo 360ml,11
409,6,3.0,,2025-08-05,nan,
410,3,5.0,374.08,2025-08-05,Coca Cola 1.5L,15
411,17,1.0,,2025-08-05,nan,
412,7,3.0,311.35,2025-08-05,Sufi Banaspati 1kg,3
413,12,1.0,310.0,2025-08-05,Nestle Milk Pack 1L,21
414,2,4.0,100.09,2025-08-05,Olpers Milk 1L,14
415,3,1.0,566.23,2025-08-05,Sprite 1.5L,2
416,3,1.0,335.13,2025-08-05,National Ketchup 1kg,5
417,1,2.0,548.34,2025-08-05,Rice Basmati 5kg,8
418,5,1.0,,2025-08-05,nan,
419,14,1.0,357.09,2025-08-05,Colgate Toothpaste 100ml,17
420,3,10.0,629.21,2025-08-05,Tissue Roll Rose Petal,23
421,4,1.0,357.09,2025-08-05,Colgate Toothpaste 100ml,17
422,13,,,2025-08-05,nan,
423,15,2.0,361.73,2025-08-06,Lux Soap 110g,18
424,3,1.0,361.73,2025-08-06,Lux Soap 110g,18
425,1,5.0,,2025-08-06,None,
426,19,2.0,201.09,2025-08-06,Tea Whitener 1kg,4
427,14,1.0,310.0,2025-08-06,Nestle Milk Pack 1L,21
428,20,3.0,606.63,2025-08-06,Shan Biryani Masala,6
429,15,3.0,629.21,2025-08-06,Tissue Roll Rose Petal,23
430,17,2.0,153.28,2025-08-06,Surf Excel 1kg,19
433,17,4.0,376.78,2025-08-06,Dove Shampoo 360ml,11
434,20,2.0,361.73,2025-08-06,Lux Soap 110g,18
435,1,,566.23,2025-08-06,Sprite 1.5L,2
436,19,10.0,201.09,2025-08-06,Tea Whitener 1kg,4
437,10,4.0,386.73,2025-08-06,Dettol Handwash 200ml,13
