sale_id,product_id,customer_id,quantity,price,date
80,159,510,1,237.25,2025-05-20
81,,2659,2,479.02,2025-05-20
82,295,1991,1,368.63,2025-05-20
83,122,627,5,392.48,2025-05-20
84,77,1438,3,975.6??,2025-05-20
85,380,835,5,728.24,2025-05-20
86,324,,5,829.29,2025-05-20
87,277,2000,1,840.11,2025-05-20
88,,1499,2,487.7??,2025-05-20
89,390,2058,1,,2025-05-20
90,,1402,5,211.51,2025-05-20
91,257,1130,4,528.85,2025-05-20
92,170,,3,700.59,2025-05-20
93,433,454,3,,2025-05-20
94,8,,5,335.13,2025-05-20
95,27,1646,1,463.93,2025-05-20
96,455,269,1,167.11,2025-05-20
97,1,904,2 ,715.23,2025-05-20
98,408,1294,2,643.91,2025-05-20
99,315,,2,727.37 ,2025-05-20
100,457,2383,10,353.85,2025-05-20
101,64,215,1,149.34,2025-05-20
102,81,305,5,427.72---,2025-05-20
103,,688,2,,2025-05-20
104,349,1214 ,20,,2025-05-20
105,11,746,1,491.64,2025-05-20
106,263,,3,541.16,2025-05-20
107,300,383,2,783.08---,2025-05-20
108,266,2950,1,401.69,2025-05-20
109,397,2322,1,637.91,2025-05-20
110,359,1144,1,93.44,2025-05-20
111,78,802,3,555.77??,2025-05-20
112,285,,3,535.38,2025-05-20
113,324,424,2,829.29,2025-05-20
114,346,1378,4,555.77,2025-05-20
115,456,1141,10,528.57,2025-05-20
116,428,2458,5,856.4,2025-05-20
117,9??,463,4,606.63,2025-05-20
118,237,1653,1,57.57??,2025-05-20
119,,1558,3,475.17,2025-05-20
120,390,789,4,,2025-05-20
121,320,1969,5,438.03,2025-05-20
122,7,1769,1,378.16,2025-05-20
123,347,1593,1,280.08,2025-05-20
124,289,1840 ,2,,2025-05-20
125,349,164,1,464.38,2025-05-20
126,87,1685,3,379.38,2025-05-20
127,45---,2658,2,,2025-05-20
128,310,2008,2,723.09 ,2025-05-20
129,213,1744,1,932.88 ,2025-05-20
130,114,1075,1,583.63,2025-05-20
131,296,,4,871.21,2025-05-20
132,98,2730,2,332.9,2025-05-20
133,314,1613,3,785.07,2025-05-20
134,385,2014,2,509.11,2025-05-20
135,226,353,3,209.79,2025-05-20
136,325,2842,20,661.39,2025-05-20
137,48---,415,,,2025-05-20
138,353,2667,2,709.75,2025-05-20
139,119,1823,10,1025.32,2025-05-20
140,214,267,1,225.33,2025-05-20
141,478,171,3,537.53,2025-05-20
142,37,2664,20,786.8---,2025-05-20
143,315,,4,727.37,2025-05-20
144,190,,2,461.29,2025-05-20
145,174,2524??,5,503.59,2025-05-20
146,376,1290,4,884.87---,2025-05-20
147,273,448,1,84.32,2025-05-20
148,400---,,20,503.19,2025-05-20
149,335,1039,3,242.79,2025-05-20
150,307,2196,1,432.28,2025-05-20
151,129---,946,2,392.23,2025-05-21
152,347,2901,1,280.08,2025-05-21
153,152,2975,4??,,2025-05-21
154,432,1620,3,398.64,2025-05-21
155,425,303,10,99.98,2025-05-21
156,424,820,3,607.96,2025-05-21
157,61,1121,4,116.62,2025-05-21
158,250,2705,1,119.79,2025-05-21
159,308,2953,2,281.83,2025-05-21
160,14,1840,1,546.15,2025-05-21
161,79,294,1,567.8,2025-05-21
162,35,2252,1,198.91,2025-05-21
163,119,,1,1025.32,2025-05-21
164,72,2041,2,163.35,2025-05-21
165,120,2476,1,,2025-05-21
166,2,1670,10,566.23,2025-05-21
167,464,253,1,967.59,2025-05-21
168,148,832,10,,2025-05-21
169,394,1460,3,554.78,2025-05-21
170,124,2368,5,887.58,2025-05-21
171,267,100,4,839.54,2025-05-21
172,498,1983,3,,2025-05-21
173,320,,2,438.03,2025-05-21
174,241,2000,2,218.0,2025-05-21
175,80??,2499,2,402.48,2025-05-21
176,141,2910,1,602.55,2025-05-21
177,24,1824,1,891.92,2025-05-21
178,,2790,1,478.74,2025-05-21
179,228,296,1,496.54,2025-05-21
180,237,,2,57.57??,2025-05-21
181,486,2217,1,860.43 ,2025-05-21
182,406,226,2,532.33,2025-05-21
183,384,1954??,,855.34---,2025-05-21
184,387,1400,,680.0,2025-05-21
185,30,1115,5,334.63,2025-05-21
186,177,873,4,652.82,2025-05-21
187,72---,772,,163.35,2025-05-21
188,389,1254,1,499.35 ,2025-05-21
189,425,749,4,99.98,2025-05-21
190,118,,2,737.58,2025-05-21
191,353,1950,5,709.75,2025-05-21
192,,2629,1,891.92,2025-05-21
193,8,725,3,335.13,2025-05-21
194,23,2764,2,719.34,2025-05-21
195,421,643,2,618.46,2025-05-21
196,442,224,2,914.26,2025-05-21
197,480,,2,702.9,2025-05-21
198,4,1216,2,587.27,2025-05-21
199,156,2337,2,,2025-05-21
200,218,2217,5,736.29,2025-05-21
201,83??,1485,3,706.86,2025-05-21
202,116,99,20,280.21,2025-05-21
203,301,2136,3,256.11,2025-05-21
204,428,,3,856.4,2025-05-21
205,213,2663,20,932.88,2025-05-21
206,219,2195,1,604.87,2025-05-21
207,185,1980,2,542.3,2025-05-21
208,422,1231,2,312.04,2025-05-21
209,494,2981,4,510.63,2025-05-21
210,451,1973,4,442.94,2025-05-21
211,309,803,3,645.12,2025-05-21
212,290,174,2,774.21,2025-05-21
213,82,510,20,535.76,2025-05-21
214,27,1434,5,463.93,2025-05-21
215,29,1449,,361.73,2025-05-21
216,99,1260,1,328.52,2025-05-21
217,343,1473,1,806.55,2025-05-21
218,408---,2084,1,643.91,2025-05-21
219,,2340,10,160.65,2025-05-21
220,253,556,1,550.0,2025-05-21
221,239,633,2,311.41---,2025-05-21
222,312,2408,1,692.62,2025-05-21
223,8,620,2,335.13,2025-05-21
224,277,1563,1,840.11,2025-05-21
225,500,2463,2,932.15,2025-05-21
226,404,2869,4,,2025-05-21
227,420,2433 ,1,694.13,2025-05-21
228,461,292,1,292.66,2025-05-21
229,240,2352,3,841.37,2025-05-21
230,329,514,3,589.72,2025-05-21
231,78,909,1,555.77,2025-05-21
232,,,1 ,690.64,2025-05-21
233,146,44,3,266.77,2025-05-21
234,153,1707,1,118.03,2025-05-21
235,221,2700,1,981.95,2025-05-21
236,472,2223,1,105.21---,2025-05-21
237,330,519,1,558.84,2025-05-21
238,206,434,1,401.24,2025-05-21
239,494,556,2,510.63,2025-05-21
240,286,2231---,4,775.93,2025-05-21
241,294,1757,2,739.48,2025-05-21
242,,2832,2,882.83,2025-05-21
243,402??,1357,20,851.77,2025-05-21
244,194,266,2,154.3,2025-05-21
245,108---,1670,5,528.81,2025-05-21
246,375,319,1,360.24,2025-05-21
247,84,1710,,468.69,2025-05-21
248,209,198,1,748.09,2025-05-21
249,131,1668,3,554.81,2025-05-21
250,344,1219,1,925.4,2025-05-21
251,380,1548,2,728.24,2025-05-21
252,214,89,1,225.33,2025-05-21
253,212,1717,1,952.19,2025-05-21
254,195,2551??,,,2025-05-21
255,57,866,3 ,222.83,2025-05-21
256,147,11 ,3,755.36,2025-05-21
257,498,2912,1,369.08,2025-05-21
258,224,481,2,835.41,2025-05-21
259,276 ,224,2,404.73,2025-05-21
260,45,,2,,2025-05-21
261,147,2869,5,755.36,2025-05-21
262,82,977---,4,535.76,2025-05-22
263,344,1860,3,925.4,2025-05-22
264,271,1097,1,590.56,2025-05-22
265,130,2609,2,839.05,2025-05-22
266,108,2188,1,528.81,2025-05-22
267,158??,618,1,872.08,2025-05-22
268,329,1309,2,589.72,2025-05-22
269,415,330,2,649.87,2025-05-22
270,376,916??,3 ,884.87,2025-05-22
271,28,2519,4,699.64,2025-05-22
272,36,1083,3,752.87,2025-05-22
273,118,2947,1,737.58,2025-05-22
274,,800,2,585.54,2025-05-22
275,398,2414,1,229.92,2025-05-22
276,130,26,10,839.05,2025-05-22
277,,1233,1,466.97,2025-05-22
278,326,1541,1,648.98,2025-05-22
279,137,1989,1,247.12,2025-05-22
280,381,368,5,65.2??,2025-05-22
281,155,1740,1,657.22,2025-05-22
282,491,2173,1 ,874.7,2025-05-22
283,24,2426,2,891.92,2025-05-22
284,456,2433,,528.57,2025-05-22
285,406,463,1,532.33,2025-05-22
286,197,2143,,570.36,2025-05-22
287,186---,,4,873.65,2025-05-22
288,260,521,1,517.98 ,2025-05-22
289,191,1518,2,493.52,2025-05-22
290,162,1103,4,669.67,2025-05-22
291,436,2630,2,544.14,2025-05-22
292,159,1971,5,237.25,2025-05-22
293,398,861,10,,2025-05-22
294,494,230,4,,2025-05-22
295,294,2143,2,739.48,2025-05-22
296,162,2817,,669.67,2025-05-22
297,291,1869,4,722.08,2025-05-22
298,462,2199,2,754.85,2025-05-22
299,76,2571,1,157.63,2025-05-22
300,459,57,1,621.08,2025-05-22
301,59---,741,,474.39,2025-05-22
302,456,2383,10,528.57,2025-05-22
303,98,17,1,332.9,2025-05-22
304,148,288,5,,2025-05-22
305,500,2712,5,932.15,2025-05-22
306,223,2498,1,679.14,2025-05-22
307,,495,4,689.11,2025-05-22
308,9,2341,2,606.63,2025-05-22
309,347,2330,2,280.08,2025-05-22
310,129,2197---,1,392.23,2025-05-22
311,371,1757,3 ,348.36,2025-05-22
312,401,943,5,457.8,2025-05-22
313,121,248,3,653.67,2025-05-22
314,318,60,2,311.94,2025-05-22
315,29,1420,3,361.73,2025-05-22
316,298,904,3,162.53,2025-05-22
317,118,441,,737.58,2025-05-22
318,276,1168,1,404.73,2025-05-22
319,54,,2,472.78,2025-05-22
320,137 ,325,2,,2025-05-22
321,160,779,1---,,2025-05-22
322,270,2873,2,298.5,2025-05-22
323,20,224,5,100.09,2025-05-22
324,50,2797,5,1007.57,2025-05-22
325,276,1213,2,404.73,2025-05-22
326,99,114,1,328.52,2025-05-22
327,11,1120,1,491.64,2025-05-22
328,457,1186,3,353.85 ,2025-05-22
329,333,2749,2,418.84,2025-05-22
330,76,804,2,157.63,2025-05-22
331,,1029,5,85.62,2025-05-22
332,108,,2,528.81,2025-05-22
333,397,2899,1,637.91,2025-05-22
334,169,2784,5,257.94,2025-05-22
335,210,2075,2,928.31,2025-05-22
336,481,1415,2,,2025-05-22
337,276,1443??,1,404.73,2025-05-22
338,278,966,3,349.92 ,2025-05-22
339,131,1865,1---,,2025-05-22
340,167,836,2,321.07,2025-05-22
341,93,2573,2,,2025-05-22
342,216,429,4,465.22,2025-05-22
343,288,818,1,448.78,2025-05-22
344,12,2845,3,,2025-05-22
345,,548,2,585.54,2025-05-22
346,324,2051,5,829.29,2025-05-22
347,284,173,,564.02,2025-05-22
348,10,559,1,173.6,2025-05-22
349,385,2467,2,509.11,2025-05-22
350,103,1177,5,399.04 ,2025-05-22
351,181,,1,508.98,2025-05-22
352,361,2930,1,319.21,2025-05-22
353,269??,2518,3,617.46,2025-05-22
354,425,1213,2,99.98,2025-05-22
355,365,1626,4,776.68,2025-05-22
356,452,1393,5,985.54,2025-05-22
357,60??,2695,4,606.21,2025-05-22
358,397,2200,2,637.91,2025-05-22
359,363,2437,,92.9,2025-05-22
360,239,1607,1,311.41,2025-05-22
361,184,1684,1,707.97,2025-05-22
362,272,1608,,196.75,2025-05-22
363,88,1151,2,211.51,2025-05-22
364,376,2650,2,884.87,2025-05-22
365,234,2237,1,604.44,2025-05-22
366,199,1132 ,,,2025-05-22
367,435,2083,3,972.91,2025-05-22
368,471,1868,1,766.82,2025-05-22
369,360,2137,3 ,315.18,2025-05-22
370,418,127,2,394.38,2025-05-22
371,130,2403,1,839.05,2025-05-22
372,130---,1234,3??,839.05,2025-05-22
373,430,781,2,815.38,2025-05-23
374,207,1215,4,771.97,2025-05-23
375,261---,2098,1,982.83,2025-05-23
376,39,336,1,228.38,2025-05-23
377,84,2555---,3??,,2025-05-23
378,394,1552,1,554.78,2025-05-23
379,247 ,1178,4,,2025-05-23
380,368,1156,2,614.3,2025-05-23
381,129,2951,1,392.23,2025-05-23
382,207,1214,2,771.97,2025-05-23
383,364,744,2,531.62,2025-05-23
384,73,1049,1,831.62,2025-05-23
385,433,1084,5,494.44,2025-05-23
386,414,597,1,245.35,2025-05-23
387,38,,1,147.85,2025-05-23
388,166,396,4,906.51,2025-05-23
389,468,2973,,388.65,2025-05-23
390,250,1514,5,119.79,2025-05-23
391,200,1598,3---,,2025-05-23
392,17,2911,4,1024.6,2025-05-23
393,441,221,1,773.78,2025-05-23
394,99,2509,1,328.52,2025-05-23
395,,829,2,79.99,2025-05-23
396,3,702,3,311.35---,2025-05-23
397,93,259,3,,2025-05-23
398,438,35,2,825.65,2025-05-23
399,469,1539,1,953.09,2025-05-23
400,131,,5,554.81,2025-05-23
401,166,1981,1??,906.51,2025-05-23
402,461,531,1,292.66,2025-05-23
403,460,,2,895.71,2025-05-23
404,102,1393,3,873.82---,2025-05-23
405,9,1338,1,606.63,2025-05-23
406,473,1868,1,123.99,2025-05-23
407,136,579,2,,2025-05-23
408,389,128,1,499.35,2025-05-23
409,177,,3,652.82,2025-05-23
410,58,1990,2,994.69,2025-05-23
411,260,1500,1,517.98 ,2025-05-23
412,163,2067,,435.68,2025-05-23
413,190,2575,2,461.29,2025-05-23
414,485,682,,306.85,2025-05-23
415,45,896,2,,2025-05-23
416,69,257,4,373.1,2025-05-23
417,8,1999,5,335.13,2025-05-23
418,99,1755,10,,2025-05-23
419,136,713,3,787.54,2025-05-23
420,40,884,20,727.08,2025-05-23
421,204,2794,3,,2025-05-23
422,206,160,3,401.24,2025-05-23
423,255,1228,4,246.39,2025-05-23
424,368,2431,2,614.3,2025-05-23
425,406,2301,1,532.33,2025-05-23
426,177,1793,4,652.82,2025-05-23
427,257,288,5,528.85,2025-05-23
428,92,483,2,,2025-05-23
429,94,2515,3,996.96,2025-05-23
430,73,2862,2,831.62,2025-05-23
431,365,1768,1,776.68,2025-05-23
432,241,1444,5,218.0,2025-05-23
433,241,1106,1??,218.0,2025-05-23
434,455,1944,3,167.11,2025-05-23
435,207,1541,1,771.97,2025-05-23
436,413,272,1,488.56,2025-05-23
437,184,2994,5,707.97,2025-05-23
438,363,211,1,92.9,2025-05-23
439,67,,1,123.92,2025-05-23
440,353,19,,709.75,2025-05-23
441,325??,59,2,661.39,2025-05-23
442,467,,3,943.44,2025-05-23
443,242,1550,1,732.54,2025-05-23
444,402,848,4,851.77,2025-05-23
445,493,1886,1,103.44??,2025-05-23
446,41,1580,1,120.07,2025-05-23
447,371,2040,1,348.36,2025-05-23
448,301,681,3,256.11,2025-05-23
449,423,171,1,712.19,2025-05-23
450,212,2672,1,952.19,2025-05-23
451,331,2362,2,468.72,2025-05-23
452,119,826,1,1025.32,2025-05-23
453,492,2867,2,847.03,2025-05-23
454,264,2159,1,758.53,2025-05-23
455,408,1773,1,643.91,2025-05-23
456,264,927,4,758.53,2025-05-23
457,271,2506,5,590.56,2025-05-23
458,322,1732,2,253.21,2025-05-23
459,298,718,1,162.53,2025-05-23
460,204,1349,3,,2025-05-23
461,158,2700,4,872.08,2025-05-23
462,363,332,5,92.9,2025-05-23
463,344,1834,1,,2025-05-23
464,441,,5,,2025-05-23
465,36,1439,3,752.87,2025-05-23
466,349,2021,2,464.38,2025-05-23
467,375,528,4,360.24,2025-05-23
468,389,509,1,499.35---,2025-05-23
469,235,1153,1,475.17---,2025-05-23
470,274,2473,10,186.15,2025-05-23
471,411,51,2,128.07,2025-05-23
472,319,1447,1,690.64,2025-05-23
473,153,,4,118.03,2025-05-23
474,397,1297,4,637.91,2025-05-23
475,462??,2386,2,754.85,2025-05-23
476,,2371,5,319.21,2025-05-23
477,27,280,2,,2025-05-23
478,196,1572,1,806.34,2025-05-23
479,293,1209,3,619.01,2025-05-23
480,244,1053,10,951.6,2025-05-23
481,360,293,1 ,,2025-05-23
482,286,1450,10,775.93,2025-05-23
483,223,1579,1,679.14,2025-05-23
484,458,2702 ,1,912.05---,2025-05-23
485,246,2206,4,108.35,2025-05-24
486,460,2383??,3,895.71,2025-05-24
487,341,1462,1,389.03,2025-05-24
488,202,20,2,480.12,2025-05-24
489,465,1656,3,441.81 ,2025-05-24
490,28,1442,20,699.64,2025-05-24
491,118,1994,2,,2025-05-24
492,394,,1,554.78??,2025-05-24
493,301,2478,2,256.11,2025-05-24
494,479,1115,5,361.65,2025-05-24
495,244,1776??,,951.6,2025-05-24
496,383,2973,1,682.42,2025-05-24
497,231,307,2---,585.37,2025-05-24
498,36,2119,2 ,752.87,2025-05-24
499,,1416,1,587.27,2025-05-24
500,451,72,4,442.94,2025-05-24
501,340,2973,4,575.1---,2025-05-24
502,426,2572,1,904.53,2025-05-24
503,145,2028,1,349.01,2025-05-24
504,351,1304,3,787.87,2025-05-24
505,497,2626,1,513.71,2025-05-24
506,497,2597,3,513.71,2025-05-24
507,246,1315,2,108.35,2025-05-24
508,217,1094,1,710.49,2025-05-24
509,124,2469,3,887.58,2025-05-24
510,100,1592,1,,2025-05-24
511,478,936,4,537.53,2025-05-24
512,399,2072,1,773.65,2025-05-24
513,365,1941,2 ,,2025-05-24
514,25,47,,357.09,2025-05-24
515,350,1857,1,659.64,2025-05-24
516,156,2806,3,399.02,2025-05-24
517,373,2330,5,186.09,2025-05-24
518,36,1834??,1,752.87,2025-05-24
519,264,2180,,758.53,2025-05-24
520,289,2113,1,,2025-05-24
521,269,1337,2,617.46,2025-05-24
522,180,1482,3,262.7,2025-05-24
523,114,2506,1,583.63,2025-05-24
524,127,2949,1,190.88,2025-05-24
525,302,2277,1,467.1,2025-05-24
526,490,631,1,,2025-05-24
527,71,2526,2,116.08,2025-05-24
528,203,1022,2,897.73,2025-05-24
529,292,718,2,160.65,2025-05-24
530,304,95,2,375.79,2025-05-24
531,438,776,3,825.65,2025-05-24
532,234,526,20,604.44,2025-05-24
533,86,175,2,903.56,2025-05-24
534,145,2096,1,349.01,2025-05-24
535,172,2874,2,927.62,2025-05-24
536,51,353,5,79.43,2025-05-24
537,15,,3,815.2,2025-05-24
538,138,2676,,641.47,2025-05-24
539,500,2530,4,932.15,2025-05-24
540,360---,336,3,315.18,2025-05-24
541,177---,1152,1,652.82,2025-05-24
542,424 ,2354,2 ,607.96,2025-05-24
543,274,64,1,186.15,2025-05-24
544,225,1651,1,711.78,2025-05-24
545,,2322,2,906.51,2025-05-24
546,285,2446,5,535.38,2025-05-24
547,473,23,3,123.99,2025-05-24
548,5,1010,1,201.09,2025-05-24
549,486,1403,4,860.43,2025-05-24
550,493,625,1,103.44??,2025-05-24
551,14,2180,1,546.15,2025-05-24
552,90,,1,191.16,2025-05-24
553,468,840,1,388.65,2025-05-24
554,137,924,2---,247.12,2025-05-24
555,411,522,1,128.07,2025-05-24
556,443,2578,5,,2025-05-24
557,244,1188,2,951.6,2025-05-24
558,53,173,1,552.85---,2025-05-24
559,146,1449,2,266.77,2025-05-24
560,382,2581,5,427.52,2025-05-24
561,396,2496,2---,629.9,2025-05-24
562,474,1858,4,,2025-05-24
563,197,826,4,570.36,2025-05-24
564,325,2742,1,661.39,2025-05-24
565,87,608,,379.38,2025-05-24
566,3,884,1??,311.35---,2025-05-24
567,80,1422,1,402.48,2025-05-24
568,296,2358,1,871.21,2025-05-24
569,17,2757,1,1024.6,2025-05-24
570,152,138,2,None---,2025-05-24
571,48,474,2,,2025-05-24
572,234,1049,3,604.44,2025-05-24
573,326,1984,3,648.98,2025-05-24
574,1,957,5,715.23,2025-05-24
575,61,607,2,116.62,2025-05-24
576,224,2253,3---,835.41,2025-05-24
577,429,884,1,299.59,2025-05-24
578,149,,4,487.7,2025-05-24
579,457,268,1,353.85,2025-05-24
580,32,992,1,478.74,2025-05-24
581,93,2846,10??,,2025-05-24
582,416,1485,,227.15,2025-05-24
583,200,1165---,4,,2025-05-24
584,292,594,2,160.65,2025-05-24
585,64??,2416,,,2025-05-24
586,308,2651,1,281.83,2025-05-24
587,244,2246,4,951.6,2025-05-24
588,203,2819,2,897.73,2025-05-24
589,14,1398,1,546.15??,2025-05-24
590,415,823,3,649.87,2025-05-24
591,189,412,,1027.84,2025-05-24
592,494,1853,1,510.63,2025-05-24
593,240,2513,2,841.37,2025-05-24
594,480,188,1,702.9,2025-05-24
595,172,2565,5,927.62,2025-05-24
596,136,2828,4,787.54,2025-05-25
597,484,1771,20,816.36,2025-05-25
598,287,1567,1,365.42,2025-05-25
599,405,739,,290.54,2025-05-25
600,7,540,1,378.16,2025-05-25
601,216,2346,1,465.22,2025-05-25
602,389,1742,3,499.35,2025-05-25
603,272,335,1,196.75,2025-05-25
604,273,,1,84.32,2025-05-25
605,450,464,1,325.2,2025-05-25
606,,650,2,108.35,2025-05-25
607,70,2287,1,624.95,2025-05-25
608,204,2877,3,,2025-05-25
609,178,1320,4,934.32,2025-05-25
610,78,2086,,555.77,2025-05-25
611,396,1015,2 ,629.9??,2025-05-25
612,52??,89,3,782.67,2025-05-25
613,477,2851,1,168.82,2025-05-25
614,446,2,1,85.62,2025-05-25
615,298,1044,3,162.53,2025-05-25
616,221,26,3,981.95,2025-05-25
617,223,2949,4,679.14,2025-05-25
618,378,1073,1,305.61,2025-05-25
619,152,2374,1,,2025-05-25
620,243,67,5,435.09,2025-05-25
621,101,798,2,76.75,2025-05-25
622,392,610,4,,2025-05-25
623,44,882,2 ,460.78,2025-05-25
624,496,1994,2,660.1,2025-05-25
625,94,2468,5,,2025-05-25
626,240,341,20,,2025-05-25
627,439,1883,3,884.89,2025-05-25
628,398,1340,10,229.92,2025-05-25
629,496,481,1,660.1,2025-05-25
630,59,7??,1,474.39,2025-05-25
631,417,1126,3,195.05,2025-05-25
632,37,,2---,786.8,2025-05-25
633,123,534,3,365.2,2025-05-25
634,126,2928---,1,373.76 ,2025-05-25
635,259,2436,1,89.55,2025-05-25
636,66,2247,3,604.37,2025-05-25
637,136,942,3,787.54,2025-05-25
638,171,1217,3,914.96,2025-05-25
639,467,463,1,943.44,2025-05-25
640,479,1244,1,361.65,2025-05-25
641,202,1865,1,480.12,2025-05-25
642,138??,577,1,641.47,2025-05-25
643,424,832,3,607.96,2025-05-25
644,338,1688,,187.05---,2025-05-25
645,372,2610,2,616.97,2025-05-25
646,102,1258---,1,873.82,2025-05-25
647,120,778,20,,2025-05-25
648,375,1923 ,2,360.24,2025-05-25
649,9,135,1,606.63,2025-05-25
650,421,1972,,618.46,2025-05-25
651,26,2373,3,,2025-05-25
652,55,2295,1,182.86,2025-05-25
653,268,1974,4,,2025-05-25
654,157,1609,,,2025-05-25
655,45,2290,1,,2025-05-25
656,146??,975,,266.77,2025-05-25
657,52,1349,3,782.67,2025-05-25
658,493,973,4,,2025-05-25
659,273,2862---,1,84.32,2025-05-25
660,385,2964,1,509.11,2025-05-25
661,326,44,2,648.98??,2025-05-25
662,206,985,,401.24,2025-05-25
663,50,130,2,1007.57,2025-05-25
664,358,363,1,186.46,2025-05-25
665,259??,1412,1,89.55,2025-05-25
666,32,2391,2,478.74,2025-05-25
667,284,1509,4,564.02,2025-05-25
668,407,34,1,323.97,2025-05-25
669,358,1111,2,186.46,2025-05-25
670,345,2967,,838.18,2025-05-25
671,357,701??,5,159.21,2025-05-25
672,487,2479,1,237.09,2025-05-25
673,88,1180,2,211.51,2025-05-25
674,291??,2902,3,722.08,2025-05-25
675,404,2655,3,,2025-05-25
676,169,2978,1,257.94,2025-05-25
677,478,2118---,3,537.53,2025-05-25
678,468,2497,1,388.65,2025-05-25
679,480,2635,2,702.9,2025-05-25
680,306,1698,4,,2025-05-25
681,429,2010,1,299.59,2025-05-25
682,68,428 ,1,817.14,2025-05-25
683,274,1535,1,186.15,2025-05-25
684,31,2520,2,79.99,2025-05-25
685,245,2223,1,676.36,2025-05-25
686,463,2166,,927.87---,2025-05-25
687,261,1533,1,982.83,2025-05-25
688,468,2259,2,388.65,2025-05-25
689,288,835,2,448.78,2025-05-25
690,74,2701,2,1024.02,2025-05-25
691,205,203,1,589.26,2025-05-25
692,463,878,4,927.87---,2025-05-25
693,346,218,2,555.77,2025-05-25
694,19,2357,3,386.73,2025-05-25
695,286,736,1,775.93,2025-05-25
696,322,1571,2,253.21,2025-05-25
697,94,388,1,996.96,2025-05-25
698,25,1256,5,357.09,2025-05-25
699,332,2188,1,,2025-05-25
700,433,1824,5,494.44,2025-05-25
701,273,1747,2---,84.32,2025-05-25
702,439,1195,1,884.89,2025-05-25
703,325,2634,1,661.39 ,2025-05-25
704,401,145,3,457.8,2025-05-25
705,320,1684,2,438.03,2025-05-25
706,54,1861,1,,2025-05-25
707,274,946,2,186.15,2025-05-26
708,408??,2823,4,643.91,2025-05-26
709,194,980,2,154.3,2025-05-26
710,404,1671,1,,2025-05-26
711,104,1105,3,855.17,2025-05-26
712,54,,3,472.78,2025-05-26
713,27,1727,4,,2025-05-26
714,175,1192,4,842.59,2025-05-26
715,193,914,3,217.33,2025-05-26
716,394,1758,3,554.78,2025-05-26
